CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,56.7
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,71.3
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,37.4
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,8.54
238.1,0.0,0.0,186.7,7.0,949.9,847.0,14,20.28
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,61.8
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,28.94
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,40.93
401.8,0.0,0.0,147.4,11.4,946.8,852.2,28,71.3
255.0,0.0,0.0,192.0,0.0,889.8,885.0,3,21.54
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,41.2
213.5,0.0,174.2,159.2,3.4,1043.6,771.9,14,37.42
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,21.92
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,48.28
322.0,0.0,0.0,182.0,0.0,977.0,789.0,3,3.32
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,77.3
424.0,22.0,132.0,168.0,5.3,822.0,750.0,28,54.9
480.0,0.0,0.0,192.0,0.0,936.0,721.0,7,17.57
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,14,16.88
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,23.8
252.0,0.0,0.0,146.0,0.0,1000.0,828.0,28,32.01
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,17.95
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,25.1
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,11.39
102.0,153.0,0.0,192.0,0.0,888.0,943.1,90,16.5
525.0,0.0,0.0,228.0,0.0,1125.0,613.0,28,60.28
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.0
166.8,114.0,0.0,228.0,0.0,932.0,670.0,180,48.97
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,14.5
173.0,0.0,0.0,192.0,0.0,946.8,856.4,7,15.87
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,20.87
332.5,142.5,0.0,228.0,9.5,932.0,594.0,270,44.28
424.0,22.0,0.0,168.0,8.9,822.0,750.0,56,74.36
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,55.16
170.3,170.3,0.0,185.7,0.0,1026.6,724.3,7,8.54
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,56,59.59
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,52.01
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.2
298.0,188.0,106.6,209.7,6.1,878.6,784.0,28,37.17
313.3,144.7,0.0,178.5,8.0,1001.9,688.7,28,44.28
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,26.91
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,33.54
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,46.39
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,365,43.58
194.7,0.0,100.5,170.2,7.5,998.2,901.8,14,17.54
288.4,121.0,0.0,177.4,7.0,908.0,829.5,28,17.2
140.0,194.0,0.0,185.0,5.0,972.0,641.0,56,15.52
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,11.47
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,44.61
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,11.48
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,24.45
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,38.8
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,17.96
236.0,0.0,0.0,193.0,0.0,968.0,885.0,90,75.5
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,52.44
382.0,94.0,77.0,201.0,13.9,838.0,741.0,14,41.05
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,15.53
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.9
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,38.63
310.0,0.0,0.0,192.0,0.0,970.0,850.6,90,35.96
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,42.33
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,55.55
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,45.3
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,57.92
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,33.42
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.85
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,53.77
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,12.64
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,24.92
313.0,0.0,0.0,178.0,8.0,1002.0,689.0,28,37.92
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,14.5
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,360,34.67
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,25.72
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,29.93
500.0,200.0,0.0,200.0,0.0,1125.0,613.0,28,62.05
159.0,167.0,174.0,201.0,10.0,913.0,778.0,28,17.34
290.4,0.0,0.0,195.2,3.1,859.2,827.6,28,47.4
359.9,19.0,141.8,154.8,11.6,942.7,754.3,3,33.7
132.0,207.0,160.0,178.0,15.0,965.0,641.0,28,66.0
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,24.99
540.0,0.0,0.0,168.0,5.9,1125.0,613.0,28,31.35
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,28.94
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,26.4
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,36.99
325.6,166.4,0.0,173.5,0.0,1075.7,785.6,7,34.9
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,35.3
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,30.45
427.5,47.5,0.0,228.0,28.2,932.0,594.0,91,78.8
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,28.68
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,22.72
250.0,0.0,0.0,189.0,0.0,966.0,763.0,270,40.27
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,18.28
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,21.5
500.0,0.0,0.0,200.0,0.0,1111.0,613.0,28,50.66
190.3,0.0,125.2,166.6,9.9,1069.2,779.3,3,19.99
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,51.86
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,39.32
212.0,141.3,0.0,203.5,0.0,977.6,748.5,3,19.99
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,34.29
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,39.94
385.0,0.0,0.0,186.0,0.0,966.0,763.0,270,53.1
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,24.0
148.1,0.0,175.1,171.2,2.2,1000.0,828.5,28,30.96
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,60.29
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,90,58.78
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,50.24
149.0,133.7,0.0,193.3,6.1,859.2,827.7,28,29.0
387.0,188.0,106.0,157.0,15.9,938.0,845.0,28,46.23
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,43.8
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,8.2
200.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,41.41
102.3,0.0,0.0,203.5,0.0,958.2,800.1,28,26.32
275.1,151.2,0.0,126.6,9.9,1053.6,748.5,28,30.12
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,56.14
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,54.32
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,42.62
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,7.51
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,59.76
446.0,19.0,79.0,162.0,11.6,967.0,712.0,56,69.3
424.0,0.0,132.0,168.0,8.9,882.0,750.0,3,15.87
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,37.44
446.0,24.0,79.0,196.0,8.0,967.0,712.0,28,55.02
236.0,0.0,0.0,194.0,0.0,968.0,885.0,180,47.28
173.8,129.9,128.5,175.5,7.9,1007.3,692.6,14,9.85
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,24.58
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,36.3
313.3,116.0,0.0,181.9,6.4,884.9,707.9,28,32.72
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,31.02
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,61.07
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,90,80.2
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,52.2
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,3,15.53
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,33.05
167.4,129.9,0.0,175.1,5.8,1006.3,746.6,91,61.99
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.43
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,39.94
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,31.35
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,18.13
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,18.13
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,56.34
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,38.11
400.0,0.0,0.0,180.0,0.0,1145.0,666.0,28,24.39
154.8,183.4,0.0,194.9,9.1,852.1,880.4,28,8.37
239.6,0.0,0.0,185.7,0.0,941.6,664.3,28,19.69
212.0,0.0,143.6,163.8,7.8,1086.8,799.5,100,48.7
400.0,0.0,0.0,195.0,0.0,1100.0,820.0,28,40.2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,48.67
356.0,0.0,0.0,191.0,0.0,977.0,789.0,28,25.18
212.5,0.0,100.4,159.3,8.7,1003.8,903.8,3,20.59
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,24.28
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,51.06
322.0,0.0,142.0,168.0,9.0,904.0,805.0,28,38.77
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,30.44
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,9.85
289.0,155.5,0.0,185.7,0.0,1026.6,724.3,7,44.7
170.3,190.3,0.0,185.7,0.0,1076.2,759.3,28,65.2
297.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,30.39
313.3,262.2,0.0,179.9,8.6,1004.6,611.8,28,64.9
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,21.5
158.0,111.0,195.0,220.0,11.0,898.0,713.0,28,67.11
272.8,119.7,81.2,178.5,7.0,824.3,692.6,28,17.24
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,2.33
304.0,76.0,0.0,228.0,0.0,932.0,670.0,7,18.02
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,74.99
296.0,0.0,0.0,185.0,0.0,1029.0,758.0,28,33.0
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,19.99
376.0,0.0,0.0,214.6,0.0,1003.5,762.2,28,33.76
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,38.46
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,74.7
424.0,0.0,132.0,178.0,22.0,822.0,750.0,7,54.6
230.0,0.0,118.3,195.5,6.6,1029.4,758.6,100,27.22
322.2,0.0,0.0,203.5,0.0,959.2,800.0,3,12.18
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,44.87
190.3,0.0,0.0,185.7,0.0,1076.2,759.3,28,30.08
339.0,0.0,0.0,189.0,0.0,968.0,781.0,180,34.77
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,29.93
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,9.62
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,40.15
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,13.33
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,76.8
198.6,0.0,0.0,192.0,0.0,978.0,825.0,28,40.2
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,17.54
313.0,145.0,0.0,127.0,10.0,1000.0,822.0,28,51.06
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,19.93
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.15
393.0,0.0,0.0,192.0,0.0,940.0,758.0,7,24.07
250.2,166.8,0.0,185.7,0.0,1111.6,784.3,28,39.36
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,12.73
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,16.88
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,66.9
277.0,24.0,97.0,162.0,11.6,967.0,712.0,28,34.29
393.0,0.0,0.0,192.0,0.0,940.0,758.0,7,20.28
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,21.54
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,43.89
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,32.07
284.0,136.0,0.0,191.0,6.0,970.0,785.0,28,43.7
310.0,0.0,0.0,192.0,0.0,1111.0,821.0,28,55.6
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,12.45
153.0,145.0,113.0,168.0,9.0,1002.0,665.0,28,55.55
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,11.47
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,24.05
397.0,0.0,0.0,192.0,0.0,940.6,785.6,3,16.5
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,38.41
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,13.54
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,59.09
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,39.3
277.0,0.0,0.0,191.0,0.0,968.0,856.0,7,22.5
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,24.9
153.0,145.0,112.0,178.0,8.0,867.0,824.0,28,37.42
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,28.24
250.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,17.17
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,42.7
272.8,0.0,0.0,185.7,0.0,1012.4,714.3,28,32.88
173.8,50.1,173.5,164.8,6.5,1006.3,793.5,7,49.9
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,38.56
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.82
260.9,100.6,78.4,200.6,10.4,864.5,761.5,28,47.74
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,35.08
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,37.91
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,28,29.87
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,31.35
540.0,0.0,0.0,173.2,0.0,1125.0,613.2,7,11.96
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,17.34
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,63.14
374.0,189.2,0.0,164.0,10.1,1007.3,756.7,28,36.45
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.46
238.1,0.0,94.1,197.9,7.0,949.9,847.0,28,66.6
401.8,0.0,94.6,147.4,11.4,946.8,852.1,56,66.6
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,45.37
255.5,288.0,0.0,192.0,0.0,889.8,717.8,3,23.84
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,21.65
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,6.94
310.0,0.0,0.0,192.0,0.0,974.0,850.0,7,13.12
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,23.08
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,52.61
297.2,262.2,107.5,206.5,6.5,953.4,611.8,56,53.69
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,21.97
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,21.82
362.6,0.0,0.0,192.0,0.0,940.6,839.2,3,14.84
252.3,116.0,90.3,183.8,8.9,985.8,694.1,56,56.14
300.0,0.0,0.0,182.0,0.0,1025.0,745.0,28,50.53
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,54.9
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,39.09
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,50.73
143.7,133.7,0.0,127.3,8.0,999.7,822.2,28,29.22
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,59.0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,46.9
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270,29.55
446.0,24.0,79.0,162.0,11.6,967.0,870.0,3,4.83
214.9,53.8,121.9,155.6,9.5,1014.3,780.6,7,46.39
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,61.89
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,29.16
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,12.55
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,15.05
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,37.42
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,32.72
333.0,0.0,0.0,192.0,0.0,927.4,781.2,7,29.65
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,30.14
157.0,236.0,0.0,174.8,6.9,944.7,753.5,56,66.0
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.58
150.0,0.0,166.0,196.0,11.0,1053.0,775.0,28,40.66
475.0,118.8,0.0,181.1,8.9,956.9,781.5,28,55.02
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,25.56
355.0,19.0,91.0,145.0,18.0,967.0,871.0,28,56.63
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,12.64
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,10.03
313.0,161.0,0.0,178.0,9.0,917.0,759.0,28,41.37
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,36.8
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,365,56.74
213.5,0.0,174.2,155.6,14.3,1053.5,651.9,28,31.65
212.6,0.0,100.4,181.1,5.7,1003.8,903.8,14,21.95
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,37.17
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,9.01
121.6,210.7,0.0,203.5,0.0,971.8,630.0,7,12.37
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,38.46
298.2,0.0,107.5,158.1,14.3,852.1,880.4,28,45.85
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,33.06
182.0,42.1,122.0,170.2,8.2,1059.4,780.7,3,6.81
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,72.99
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,14.59
376.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,39.64
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,41.89
313.3,145.0,0.0,178.3,8.0,867.2,824.0,28,15.34
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,22.5
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14,16.5
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,32.96
255.0,0.0,0.0,192.0,0.0,1125.0,845.0,90,30.65
212.5,0.0,100.5,165.6,8.1,1006.3,903.6,28,40.71
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,14.6
382.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,46.68
374.0,0.0,0.0,162.0,9.5,975.6,792.6,3,18.75
266.0,117.0,90.0,201.0,7.0,1145.0,695.0,28,55.26
284.0,0.0,142.0,178.0,10.9,842.0,801.0,28,42.29
339.0,0.0,0.0,185.0,0.0,1069.0,674.0,3,15.04
500.0,0.0,0.0,200.0,0.0,1125.0,643.5,91,39.7
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.9
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,42.7
159.0,169.0,115.0,196.0,6.0,833.0,744.0,28,41.41
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,38.77
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28,66.82
173.8,93.4,163.8,174.0,9.7,1007.3,746.6,100,37.72
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,180,51.86
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,39.0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,56.34
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,27.23
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,71.62
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,33.49
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,32.05
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,39.49
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,7.68
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,66.6
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,46.23
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,10.34
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,16.28
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,20.73
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,16.5
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,39.09
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,30.28
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,80.2
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,24.99
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.93
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,32.9
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,46.8
277.0,0.0,0.0,182.0,5.5,971.0,760.0,28,33.8
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,72.3
238.2,0.0,0.0,185.7,0.0,1118.8,789.3,28,44.3
355.9,189.0,132.1,170.1,9.1,801.4,739.3,28,42.23
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,10.03
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,54.9
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,25.97
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,60.95
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,14.64
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,60.29
238.0,0.0,0.0,185.0,0.0,1119.0,789.0,7,21.91
322.0,0.0,0.0,192.0,0.0,1000.0,821.0,90,74.17
298.0,0.0,107.0,196.0,13.0,968.0,781.0,28,41.84
237.5,0.0,0.0,197.0,0.0,968.0,863.0,7,8.2
158.8,0.0,0.0,185.7,0.0,1023.3,724.3,28,43.7
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,15.69
332.5,0.0,0.0,228.0,0.0,932.0,594.0,90,37.33
366.0,0.0,0.0,185.0,0.0,1040.0,734.0,7,11.58
382.5,0.0,0.0,185.7,0.0,940.6,758.6,7,4.78
159.6,117.2,159.9,172.3,6.9,1007.2,780.1,28,30.14
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,27.87
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,24.54
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,30.39
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,9.85
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,29.07
285.0,100.0,78.0,180.0,10.9,914.0,631.0,28,17.22
331.0,0.0,0.0,192.0,0.0,1025.0,765.0,360,46.25
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,30.08
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,24.99
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,17.22
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,33.3
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,52.45
331.0,0.0,0.0,192.0,0.0,978.0,825.5,28,21.91
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,37.81
349.0,0.0,0.0,194.0,0.0,1047.0,806.0,28,21.02
252.0,0.0,0.0,185.0,0.0,1111.0,794.0,28,29.89
238.0,187.0,0.0,191.0,9.0,884.9,749.0,28,13.22
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,14.5
475.0,0.0,0.0,228.0,7.0,1104.0,794.0,28,48.67
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,71.62
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.9
165.0,128.9,128.6,175.1,7.8,1005.8,746.6,100,71.3
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,32.72
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,60.2
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.22
249.1,0.0,98.8,194.9,12.8,987.8,889.0,56,67.87
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,46.23
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,37.68
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,45.3
331.0,0.0,0.0,192.0,0.0,978.0,825.0,14,10.76
313.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,56.85
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,28.6
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,49.99
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.42
252.3,128.5,98.8,158.5,12.8,967.1,748.5,28,77.3
145.0,162.0,141.0,175.0,10.0,888.0,753.0,28,51.06
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,47.1
251.4,118.8,98.8,192.9,5.8,987.8,889.0,28,23.52
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,33.31
313.3,145.0,0.0,200.0,3.0,884.9,688.7,28,43.25
425.0,118.8,0.0,181.1,12.4,948.9,857.2,91,56.81
400.0,0.0,0.0,173.0,0.0,1145.0,613.0,28,33.56
500.0,153.0,0.0,200.0,0.0,1125.0,613.0,180,69.84
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,23.08
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,25.2
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,29.59
185.7,158.8,0.0,185.7,0.0,1069.2,704.3,28,24.28
192.0,288.0,0.0,192.0,0.0,932.0,717.8,3,23.52
277.1,0.0,0.0,186.7,0.0,971.8,785.5,28,43.5
326.0,0.0,0.0,182.0,10.0,879.0,812.0,28,42.7
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,59.0
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,23.14
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,22.9
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,45.37
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,15.42
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,49.2
295.8,0.0,0.0,185.7,0.0,1076.2,759.3,28,39.3
376.0,93.4,0.0,162.6,11.5,955.8,662.9,28,39.61
190.7,0.0,125.2,166.6,7.9,1079.0,770.1,56,63.14
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,79.99
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89
